source,ticker,query,query_class,expected_page_family,expected_url,ranking_url,impressions,clicks,ctr,position,ownership_status,status,intended_route_impressions,wrong_route_impressions,total_metric_route_impressions,intended_ownership_rate,competing_route_count,dominant_route,dominant_route_impressions,dominant_route_is_correct,route_breakdown
"google","ACI","aci ir","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/ACI/eps","1","0","0","84","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/ACI/eps","1","no","/stocks/ACI/eps=1"
"google","ADT","adt net worth","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/ADT/net-income","1","0","0","19","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/ADT/net-income","1","no","/stocks/ADT/net-income=1"
"google","AFG","afg us","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AFG/revenue","1","0","0","100","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AFG/revenue","1","no","/stocks/AFG/revenue=1"
"google","AFG","afg usa","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AFG/revenue","1","0","0","61","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AFG/revenue","1","no","/stocks/AFG/revenue=1"
"google","GOOGL","alphabet forward pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","40","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","alphabet googl shares outstanding 2025","SHARES","SHARES","/stocks/GOOGL/shares-outstanding","/stocks/GOOGL/shares-outstanding","1","0","0","7","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/shares-outstanding","1","yes","/stocks/GOOGL/shares-outstanding=1"
"google","GOOG|GOOGL","alphabet net income 2024","NET_INCOME","NET_INCOME","","/stocks/GOOG/net-income","1","0","0","71","UNKNOWN","UNKNOWN","0","1","1","0","0","/stocks/GOOG/net-income","1","no","/stocks/GOOG/net-income=1"
"google","GOOGL","alphabet shares outstanding","SHARES","SHARES","/stocks/GOOGL/shares-outstanding","/stocks/GOOGL/shares-outstanding","1","0","0","26","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/shares-outstanding","1","yes","/stocks/GOOGL/shares-outstanding=1"
"google","GOOGL","alphabet stock pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","32","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","AMZN","amazon p/e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMZN/pe-ratio","1","0","0","45","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMZN/pe-ratio","1","no","/stocks/AMZN/pe-ratio=1"
"google","AMZN","amazon price earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMZN/pe-ratio","1","0","0","37","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMZN/pe-ratio","1","no","/stocks/AMZN/pe-ratio=1"
"google","AMR","amrfree","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMR/free-cash-flow","1","0","0","10","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMR/free-cash-flow","1","no","/stocks/AMR/free-cash-flow=1"
"google","AMZN","amzn pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMZN/pe-ratio","1","0","0","43","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMZN/pe-ratio","1","no","/stocks/AMZN/pe-ratio=1"
"google","AMZN","amzn stock forward pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMZN/pe-ratio","1","0","0","50","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMZN/pe-ratio","1","no","/stocks/AMZN/pe-ratio=1"
"google","AMZN","amzn stock pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/AMZN/pe-ratio","1","0","0","47","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/AMZN/pe-ratio","1","no","/stocks/AMZN/pe-ratio=1"
"google","KO","annual revenue coca cola","REVENUE","REVENUE","/stocks/KO/revenue","/stocks/KO/revenue","1","0","0","50","CORRECT","CORRECT","1","0","1","1","0","/stocks/KO/revenue","1","yes","/stocks/KO/revenue=1"
"google","AAPL","apple shares outstanding 2011","SHARES","SHARES","/stocks/AAPL/shares-outstanding","/stocks/AAPL/shares-outstanding","1","0","0","66","CORRECT","CORRECT","1","0","1","1","0","/stocks/AAPL/shares-outstanding","1","yes","/stocks/AAPL/shares-outstanding=1"
"google","ARR","arr dividend","DIVIDEND","DIVIDEND","/stocks/ARR/dividend-history","/stocks/ARR/dividend-history","1","0","0","41","CORRECT","CORRECT","1","0","1","1","0","/stocks/ARR/dividend-history","1","yes","/stocks/ARR/dividend-history=1"
"google","ARR","arr dividend yield","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/ARR/dividend-history","1","0","0","65","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/ARR/dividend-history","1","no","/stocks/ARR/dividend-history=1"
"google","BA","boeing earnings per share","EPS","EPS","/stocks/BA/eps","/stocks/BA/eps","1","0","0","27","CORRECT","CORRECT","1","0","1","1","0","/stocks/BA/eps","1","yes","/stocks/BA/eps=1"
"google","CVNA","carvana shares outstanding 2025","SHARES","SHARES","/stocks/CVNA/shares-outstanding","/stocks/CVNA/shares-outstanding","1","0","0","67","CORRECT","CORRECT","1","0","1","1","0","/stocks/CVNA/shares-outstanding","1","yes","/stocks/CVNA/shares-outstanding=1"
"google","CELH","celh p/e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/CELH/pe-ratio","1","0","0","31","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/CELH/pe-ratio","1","no","/stocks/CELH/pe-ratio=1"
"google","CELH","celh pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/CELH/eps","1","0","0","83","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/CELH/eps","1","no","/stocks/CELH/eps=1"
"google","CAKE","cheesecake factory annual revenue","REVENUE","REVENUE","/stocks/CAKE/revenue","/stocks/CAKE/revenue","1","0","0","45","CORRECT","CORRECT","1","0","1","1","0","/stocks/CAKE/revenue","1","yes","/stocks/CAKE/revenue=1"
"google","CWEN","clearway energy stock dividend","DIVIDEND","DIVIDEND","/stocks/CWEN/dividend-history","/stocks/CWEN/dividend-history","1","0","0","53","CORRECT","CORRECT","1","0","1","1","0","/stocks/CWEN/dividend-history","1","yes","/stocks/CWEN/dividend-history=1"
"google","KO","coca cola pe ratio history","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/KO/pe-ratio","1","0","0","63","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/KO/pe-ratio","1","no","/stocks/KO/pe-ratio=1"
"google","KO","coca cola price earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/KO/pe-ratio","1","0","0","71","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/KO/pe-ratio","1","no","/stocks/KO/pe-ratio=1"
"google","KO","coca cola stock pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/KO/pe-ratio","1","0","0","29","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/KO/pe-ratio","1","no","/stocks/KO/pe-ratio=1"
"google","KO","coca-cola revenue","REVENUE","REVENUE","/stocks/KO/revenue","/stocks/KO/revenue","1","0","0","62","CORRECT","CORRECT","1","0","1","1","0","/stocks/KO/revenue","1","yes","/stocks/KO/revenue=1"
"google","CTSH","cognizant net worth","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/CTSH/net-income","1","0","0","31","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/CTSH/net-income","1","no","/stocks/CTSH/net-income=1"
"google","CMCSA","comcast annual revenue","REVENUE","REVENUE","/stocks/CMCSA/revenue","/stocks/CMCSA/revenue","1","0","0","53","CORRECT","CORRECT","1","0","1","1","0","/stocks/CMCSA/revenue","1","yes","/stocks/CMCSA/revenue=1"
"google","CMCSA","comcast revenue 2024","REVENUE","REVENUE","/stocks/CMCSA/revenue","/stocks/CMCSA/revenue","1","0","0","58","CORRECT","CORRECT","1","0","1","1","0","/stocks/CMCSA/revenue","1","yes","/stocks/CMCSA/revenue=1"
"google","CMCSA","comcast yearly revenue","REVENUE","REVENUE","/stocks/CMCSA/revenue","/stocks/CMCSA/revenue","1","0","0","51","CORRECT","CORRECT","1","0","1","1","0","/stocks/CMCSA/revenue","1","yes","/stocks/CMCSA/revenue=1"
"google","DELL","dell shares outstanding","SHARES","SHARES","/stocks/DELL/shares-outstanding","/stocks/DELL/shares-outstanding","1","0","0","14","CORRECT","CORRECT","1","0","1","1","0","/stocks/DELL/shares-outstanding","1","yes","/stocks/DELL/shares-outstanding=1"
"google","DINO","dino pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DINO/pe-ratio","1","0","0","11","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DINO/pe-ratio","1","no","/stocks/DINO/pe-ratio=1"
"google","DIS","disney revenue breakdown","REVENUE","REVENUE","/stocks/DIS/revenue","/stocks/DIS/revenue","1","0","0","56","CORRECT","CORRECT","1","0","1","1","0","/stocks/DIS/revenue","1","yes","/stocks/DIS/revenue=1"
"google","DOW","djia p/e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","43","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","djia pe ratio chart","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","52","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOC","doc dividend history","DIVIDEND","DIVIDEND","/stocks/DOC/dividend-history","/stocks/DOC/dividend-history","1","0","0","34","CORRECT","CORRECT","1","0","1","1","0","/stocks/DOC/dividend-history","1","yes","/stocks/DOC/dividend-history=1"
"google","CRWD","does crowdstrike offer dividend payments?","DIVIDEND","DIVIDEND","/stocks/CRWD/dividend-history","/stocks/CRWD/dividend-history","1","0","0","46","CORRECT","CORRECT","1","0","1","1","0","/stocks/CRWD/dividend-history","1","yes","/stocks/CRWD/dividend-history=1"
"google","CRWD","does crwd pay dividends","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/CRWD/dividend-history","1","0","0","30","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/CRWD/dividend-history","1","no","/stocks/CRWD/dividend-history=1"
"google","DOW","dow average pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","72","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones average price earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","71","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones industrial average pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","60","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones p e","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","78","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones p e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","79","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","76","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow jones pe ratio historical chart","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","59","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","DOW","dow price earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/DOW/pe-ratio","1","0","0","37","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/DOW/pe-ratio","1","no","/stocks/DOW/pe-ratio=1"
"google","FULT","e fult com","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/FULT/pe-ratio","1","0","0","41","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/FULT/pe-ratio","1","no","/stocks/FULT/pe-ratio=1"
"google","EIX","eix stock dividend history","DIVIDEND","DIVIDEND","/stocks/EIX/dividend-history","/stocks/EIX/dividend-history","1","0","0","28","CORRECT","CORRECT","1","0","1","1","0","/stocks/EIX/dividend-history","1","yes","/stocks/EIX/dividend-history=1"
"google","ENTG","entegris revenue","REVENUE","REVENUE","/stocks/ENTG/revenue","/stocks/ENTG/revenue","1","0","0","70","CORRECT","CORRECT","1","0","1","1","0","/stocks/ENTG/revenue","1","yes","/stocks/ENTG/revenue=1"
"google","IP","eps history","EPS","EPS","/stocks/IP/eps","/stocks/IP/eps","1","0","0","68","CORRECT","CORRECT","1","0","1","1","0","/stocks/IP/eps","1","yes","/stocks/IP/eps=1"
"google","ESNT","esnt","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/ESNT/revenue","1","0","0","23","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/ESNT/revenue","1","no","/stocks/ESNT/revenue=1"
"google","ETD","etd stock dividend","DIVIDEND","DIVIDEND","/stocks/ETD/dividend-history","/stocks/ETD/dividend-history","1","0","0","40","CORRECT","CORRECT","1","0","1","1","0","/stocks/ETD/dividend-history","1","yes","/stocks/ETD/dividend-history=1"
"google","ETSY","etsy earnings","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/ETSY/eps","1","0","0","93","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/ETSY/eps","1","no","/stocks/ETSY/eps=1"
"google","F","ford p e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/F/pe-ratio","1","0","0","37","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/F/pe-ratio","1","no","/stocks/F/pe-ratio=1"
"google","FTV","fortive 2023 annual report revenue","REVENUE","REVENUE","/stocks/FTV/revenue","/stocks/FTV/revenue","1","0","0","67","CORRECT","CORRECT","1","0","1","1","0","/stocks/FTV/revenue","1","yes","/stocks/FTV/revenue=1"
"google","FTV","fortive 2023 annual revenue","REVENUE","REVENUE","/stocks/FTV/revenue","/stocks/FTV/revenue","1","0","0","70","CORRECT","CORRECT","1","0","1","1","0","/stocks/FTV/revenue","1","yes","/stocks/FTV/revenue=1"
"google","FTV","fortive 2023 revenue","REVENUE","REVENUE","/stocks/FTV/revenue","/stocks/FTV/revenue","1","0","0","73","CORRECT","CORRECT","1","0","1","1","0","/stocks/FTV/revenue","1","yes","/stocks/FTV/revenue=1"
"google","FTV","fortive full year 2023 revenue","REVENUE","REVENUE","/stocks/FTV/revenue","/stocks/FTV/revenue","1","0","0","67","CORRECT","CORRECT","1","0","1","1","0","/stocks/FTV/revenue","1","yes","/stocks/FTV/revenue=1"
"google","GEHC","ge healthcare annual report","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GEHC/revenue","1","0","0","55","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GEHC/revenue","1","no","/stocks/GEHC/revenue=1"
"google","GEHC","ge healthcare annual revenue","REVENUE","REVENUE","/stocks/GEHC/revenue","/stocks/GEHC/revenue","1","0","0","47","CORRECT","CORRECT","1","0","1","1","0","/stocks/GEHC/revenue","1","yes","/stocks/GEHC/revenue=1"
"google","GM","general motors profit","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GM/gross-profit","1","0","0","99","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GM/gross-profit","1","no","/stocks/GM/gross-profit=1"
"google","GM","gm profit","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GM/gross-profit","1","0","0","88","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GM/gross-profit","1","no","/stocks/GM/gross-profit=1"
"google","GME","gme debt","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GME/total-debt","1","0","0","46","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GME/total-debt","1","no","/stocks/GME/total-debt=1"
"google","GOOG","goog financials","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOG/net-income","1","0","0","76","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOG/net-income","1","no","/stocks/GOOG/net-income=1"
"google","GOOGL","goog forward pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","45","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","goog forward pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","48","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","goog pe ratio history","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","33","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","goog peg ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","40","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","goog shares outstanding","SHARES","SHARES","/stocks/GOOGL/shares-outstanding","/stocks/GOOGL/shares-outstanding","1","0","0","13","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/shares-outstanding","1","yes","/stocks/GOOGL/shares-outstanding=1"
"google","GOOGL","googl forward pe","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","41","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","googl pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","31","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google annual profit","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/net-income","1","0","0","63","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/net-income","1","no","/stocks/GOOGL/net-income=1"
"google","GOOGL","google earnings per share","EPS","EPS","/stocks/GOOGL/eps","/stocks/GOOGL/eps","1","0","0","48","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/eps","1","yes","/stocks/GOOGL/eps=1"
"google","GOOGL","google eps","EPS","EPS","/stocks/GOOGL/eps","/stocks/GOOGL/eps","1","0","0","56","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/eps","1","yes","/stocks/GOOGL/eps=1"
"google","GOOGL","google forward p e","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","48","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google forward pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","44","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google net earnings","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/net-income","1","0","0","74","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/net-income","1","no","/stocks/GOOGL/net-income=1"
"google","GOOGL","google net income 2022","NET_INCOME","NET_INCOME","/stocks/GOOGL/net-income","/stocks/GOOGL/net-income","1","0","0","47","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/net-income","1","yes","/stocks/GOOGL/net-income=1"
"google","GOOGL","google net income 2023","NET_INCOME","NET_INCOME","/stocks/GOOGL/net-income","/stocks/GOOGL/net-income","1","0","0","45","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/net-income","1","yes","/stocks/GOOGL/net-income=1"
"google","GOOGL","google net profit","NET_INCOME","NET_INCOME","/stocks/GOOGL/net-income","/stocks/GOOGL/net-income","1","0","0","64","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/net-income","1","yes","/stocks/GOOGL/net-income=1"
"google","GOOG","google net profit 2025","NET_INCOME","NET_INCOME","/stocks/GOOG/net-income","/stocks/GOOG/net-income","1","0","0","58","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOG/net-income","1","yes","/stocks/GOOG/net-income=1"
"google","GOOGL","google outstanding shares","SHARES","SHARES","/stocks/GOOGL/shares-outstanding","/stocks/GOOGL/shares-outstanding","1","0","0","61","CORRECT","CORRECT","1","0","1","1","0","/stocks/GOOGL/shares-outstanding","1","yes","/stocks/GOOGL/shares-outstanding=1"
"google","GOOGL","google p e ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","37","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google p/e","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","46","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google pe ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","41","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google pe ratio chart","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","34","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google pe ratio over time","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","30","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google pe ratio today","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","37","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google peg ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","47","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google price earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","44","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","GOOGL","google stock price to earnings ratio","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/pe-ratio","1","0","0","44","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/pe-ratio","1","no","/stocks/GOOGL/pe-ratio=1"
"google","HBAN","hban dividend","DIVIDEND","DIVIDEND","/stocks/HBAN/dividend-history","/stocks/HBAN/dividend-history","1","0","0","65","CORRECT","CORRECT","1","0","1","1","0","/stocks/HBAN/dividend-history","1","yes","/stocks/HBAN/dividend-history=1"
"google","HBAN","hban dividend date","DIVIDEND","DIVIDEND","/stocks/HBAN/dividend-history","/stocks/HBAN/dividend-history","1","0","0","63","CORRECT","CORRECT","1","0","1","1","0","/stocks/HBAN/dividend-history","1","yes","/stocks/HBAN/dividend-history=1"
"google","GOOGL","how many shares of google are there","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/GOOGL/shares-outstanding","1","0","0","100","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/GOOGL/shares-outstanding","1","no","/stocks/GOOGL/shares-outstanding=1"
"google","JBSS","hss revenue","REVENUE","REVENUE","/stocks/JBSS/revenue","/stocks/JBSS/revenue","1","0","0","69","CORRECT","CORRECT","1","0","1","1","0","/stocks/JBSS/revenue","1","yes","/stocks/JBSS/revenue=1"
"google","HBAN","huntington bank stock dividend","DIVIDEND","DIVIDEND","/stocks/HBAN/dividend-history","/stocks/HBAN/dividend-history","1","0","0","75","CORRECT","CORRECT","1","0","1","1","0","/stocks/HBAN/dividend-history","1","yes","/stocks/HBAN/dividend-history=1"
"google","IBM","ibm profit","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/IBM/gross-profit","1","0","0","28","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/IBM/gross-profit","1","no","/stocks/IBM/gross-profit=1"
"google","INSW","insw dividend history","DIVIDEND","DIVIDEND","/stocks/INSW/dividend-history","/stocks/INSW/dividend-history","1","0","0","34","CORRECT","CORRECT","1","0","1","1","0","/stocks/INSW/dividend-history","1","yes","/stocks/INSW/dividend-history=1"
"google","IP","international paper earnings","AMBIGUOUS_QUERY","AMBIGUOUS","","/stocks/IP/eps","1","0","0","54","AMBIGUOUS","AMBIGUOUS","0","1","1","0","0","/stocks/IP/eps","1","no","/stocks/IP/eps=1"
"google","DELL","investors.delltechnologies.com shares outstanding dell technologies","SHARES","SHARES","/stocks/DELL/shares-outstanding","/stocks/DELL/shares-outstanding","1","0","0","11","CORRECT","CORRECT","1","0","1","1","0","/stocks/DELL/shares-outstanding","1","yes","/stocks/DELL/shares-outstanding=1"
"google","KKR","kkr annual revenue","REVENUE","REVENUE","/stocks/KKR/revenue","/stocks/KKR/revenue","1","0","0","57","CORRECT","CORRECT","1","0","1","1","0","/stocks/KKR/revenue","1","yes","/stocks/KKR/revenue=1"
"google","KKR","kkr dividend date","DIVIDEND","DIVIDEND","/stocks/KKR/dividend-history","/stocks/KKR/dividend-history","1","0","0","62","CORRECT","CORRECT","1","0","1","1","0","/stocks/KKR/dividend-history","1","yes","/stocks/KKR/dividend-history=1"
